,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude
515,W923005531,EGLISE PROTESTANTE FRANCO-CAMEROUNAISE (E.P.F.C),assurer l'exercice exclusif du culte réformé ; pourvoir en tout ou partie aux frais et besoins du culte et divers services et activités qui peuvent s'y attacher légalement,1,RUE,Charles Beauvais,94380,Bonneuil-sur-Marne,,1 RUE Charles Beauvais 94380 Bonneuil-sur-Marne,Val-de-Marne,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,2.4863097,48.7664798
516,W923005884,ASSOCIATION DES BANKONDJI DE FRANCE,"cette association a pour objet principal la promotion des valeur culturelles bankondji situé en pays bamiléké ( ouest- cameroun) , avec un accent mit sur l'assistance, l'entraide, la solidarité internationale et le développement social du village bankondji ; bdf pourra également se consacrer à la promotion des valeurs artistiques et traditionnelles par le biais des actions ponctuelles et autres événements public et privés ; elle s'engage à effectuer des missions ou participer à des projets d'envergure internationales, à caractère culturel , socio-éducatif et humanitaire ; de par son caractère associatif, bdf est à l'écoute et pourra apporter de l'aide à l'insertion, faciliter des liens de solidarité et de fraternité entre ressortissant bankondji de france ; c'est dans cet élan que l'association des bankondji de france pour devise fraternite- solidarite-developpement",6,AV,la Fontaine,94500,Champigny-sur-Marne,,6 AV la Fontaine 94500 Champigny-sur-Marne,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,2.5107384,48.8137759
517,W923010783,LA GRANDE FAMILLE BULLOISE,"- le développement collectif et l'entraide de ses membres et des communautés ; - resserrer les liens entre les anciens camarades ; - apporter de l'aide aux personnes en difficultés ; - promouvoir l'éducation, la formation et l'insertion professionnelle des jeunes dans tous les domaines de la vie économique, notamment dans l'agriculture, l'élevage et la transformation des produits ; - promouvoir les relations interculturelles, la culture et les langues africaines, en particulier camerounaise en europe et dans le monde ; - promouvoir et défendre les intérêts des couches défavorisées devant toutes les instances étatiques et/ou internationales - promouvoir et défendre le droit des femmes, des personnes discriminées et des migrants ; - promouvoir la connaissance de l'afrique, de son histoire, des activités économiques et culturelles qui s'y déroulent ; - promouvoir et favoriser le développement personnel des jeunes ; - aider et vulgariser les jeunes sur les réalités de l'immigration et ses risques en europe et en afrique ; - toute autre activité décidée par l'assemblée générale et mentionnée dans le règlement intérieur ;",5,ALL,du Clos Molet,92190,Meudon,,5 ALL du Clos Molet 92190 Meudon,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.2385432,48.8126688
518,W941000513,EGLISE PRESBYTERIENNE CAMEROUNAISE CHAPELLE DE FRANCE (EPCF),"annoncer l'evangile de jesus-christ, a travers le culte reforme ainsi que les activites religieuses s'y attachant, et de pouvoir aux besoins consequents .enseignement de la doctrine, la cure d'ame, les oeuvres medicales et scolaires",1,RUE,Charles Beauvais,94380,Bonneuil-sur-Marne,,1 RUE Charles Beauvais 94380 Bonneuil-sur-Marne,Val-de-Marne,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,2.4863097,48.7664798
519,W941002696,SUCS & SAVEURS DU CAMEROUN,promouvoir et former sur les produits du terroir pour valoriser le patrimoine culinaire camerounais.,7,ALL,du Mail,94400,Vitry-sur-Seine,adecameroun@yahoo.fr,7 ALL du Mail 94400 Vitry-sur-Seine,Val-de-Marne,Île-de-France,CONDUITE D'ACTIVITÉS ÉCONOMIQUES,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.392626,48.785624
520,W941004932,ASSOCIATION MAROCO-CAMEROUNAISE POUR L'INTELLIGENCE ECONOMIQUE (AMCIE),"promouvoir l'intelligence économique dans et entre les 2 pays : le cameroun et le maroc ; mettre en oeuvre et observer les actions coordonnées de la recherche, du traitement et de la distribution, en vue de l exploitation des informations utiles aux acteurs économiques des deux pays ; s'occuper de veille stratégique, de collecte, d'exploitation et de diffusion de données ainsi que de protection du patrimoine informationnel entre les 2 pays en matière de projets économiques et culturels",9,PL,Bobillot,94220,Charenton-le-Pont,,9 PL Bobillot 94220 Charenton-le-Pont,Val-de-Marne,Île-de-France,REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,2.4032153,48.821207
521,W941004965,ASSOCIATION SOLIDARITE HANDICAP (A.S.H),"association à but humanitaire; venir en aide à des personnes en situation de handicap au sénégal et au cameroun, travaille en urgence avec des associations du même nom existant au sénégal et au cameroun; but humanitaire et non lucratif;",5,RUE,Jean Macé,94120,Fontenay-sous-Bois,,5 RUE Jean Macé 94120 Fontenay-sous-Bois,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4799864,48.8556014
522,W941005694,ENTRAIDE POUR LE DEVELOPPEMENT DES TECHNOLOGIES DE L' INFORMATION ET DE LA COMMUNICATION AU CAMEROUN,"mettre les technologies de l'information et de la communication au cameroun à la disposition des populations rurales et urbaines défavorisées, afin de leur permettre d'en faire une exploitation et un usage rationnel et optimal par le biais de la formation et le renforcement des capacités ; aider les populations camerounaises des zones rurales et urbaines défavorisées (notamment les jeunes élèves et étudiants, mais aussi les chômeurs munis de diplômes universitaires et les jeunes en situation de délinquance juvénile) à s'approprier un développement durable à la base en tirant profit des énormes opportunités offertes par les technologies",6,RUE,Jean-Paul Sartre,94000,Créteil,,6 RUE Jean-Paul Sartre 94000 Créteil,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4659959,48.7706895
523,W941006027,"""BANA MBA MBOA """"LES ENFANTS DU PAYS""""""",promouvoir la culture camerounaise enn france ; développer le réseau des jeunes camerounais en france ; soutenir des projets développés par les membres de l'association ; créer des moments d'échange festifs entre membres de l'association ; aider les membres en difficultés financière,76,AV,Georges Gosnat,94200,Ivry-sur-Seine,,76 AV Georges Gosnat 94200 Ivry-sur-Seine,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3866057,48.8125809
524,W941006200,ASSOCIATION DE SOLIDARITE DES CAMEROUNAIS DE FRANCE (ASCAF),"développer l'esprit de solidarité entre les ressortissants camerounais résident en france ; faciliter l'installation , l'adaptation en france ou le retour de ses membres au cameroun ; défendre les intérêts matériels et moraux de ses membres ; consolider la fraternité et la solidarité agissante entre ses membres ; promouvoir la culture camerounaise en france",19,QUAI,Blanqui,94140,Alfortville,,19 QUAI Blanqui 94140 Alfortville,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4106741,48.8109249
525,W941006316,ASSOCIATION SOLIDAIRE DES ENFANTS DU CAMEROUN (A.S.E.C),"l'entraide entre ses différents membres, et des ong basées au cameroun",1,ALL,des Acacias,94400,Vitry-sur-Seine,,1 ALL des Acacias 94400 Vitry-sur-Seine,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.390429,48.794199
526,W941007266,ASSOCIATION DE SECOURS HUMANITAIRE CAMEROUN-TOGO (ASSOSH CAMER-TOGO),"lutte contre la pauvreté et contre les infections sexuellement transmissibles au cameroun et au togo ; venir en aide aux malvoyants camerounais et togolais en difficultés de soins et réunir les fonds nécessaires à des soins ou des interventions pratiquées au cameroun, au togo ou en france ; venir en aide aux personnes démunies sur le plan médical et financier en leurs donnant les médicaments les vivres et leurs faisant des crédits à taux zéro",9,RUE,de la Plumerette,94000,Créteil,,9 RUE de la Plumerette 94000 Créteil,Val-de-Marne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.472265,48.775359
527,W941007464,A.D.A.M.,développement de la culture ; aide aux démunis ;développement social des relations franco-camerounaises entre les entités des 2 pays) ; établissement de centres sociaux ; conseil et soutien des projets écologiques ; aide à l'enfance ; organisme d'intérêt général,22,RUE,Spinoza,94600,Choisy-le-Roi,,22 RUE Spinoza 94600 Choisy-le-Roi,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4070137,48.7554241
528,W941007488,STEPHANE SOLIDARITE CAMEROUN (SSC),"venir en aide aux enfants camerounais atteints de lymphome, autres cancers et maladies nécessitant des traitements lourds en favorisant toutes actions contribuant à aider ces enfants camerounais, apporter l'information pour une meilleure connaissance de ces maladies aux camerounais, de permettre aux enfants camerounais d'accéder aux traitements et aux soins, offrir soutien, compréhension, partage, espace de dialogue aux enfants concernés par ces maladies et à leurs familles,  développer des actions sociales auprès de la population camerounaise, des familles et des établissements de santé camerounais,  lutter contre toute forme de discrimination, développer la prévention sur ces maladies citées précédemment au cameroun, mener toutes actions de développement humanitaire et éducatif à destination de la population camerounaise",10,RUE,de Sully,94220,Charenton-le-Pont,,10 RUE de Sully 94220 Charenton-le-Pont,Val-de-Marne,Île-de-France,SANTÉ,AUTRES,2.4171899,48.820312
529,W941009446,ASSOCIATION POUR LA PROMOTION DES COMPORTEMENTS SAINS EN FRANCE ET AU CAMEROUN,"prévenir les comportements à risque et de promouvoir les comportements sains dans la communauté française et camerounaise : lutter contre l'abandon scolaire, la délinquance juvénile, les abus sexuels, les maladies sexuellement transmissibles, le vih-sida, les avortements et les grossesses précoces, les troubles psychologiques et maladies neurologiques, les toxicomanies, la pauvreté et l'exclusion sociale",33,RUE,Charles Gustave Stoskopf,94000,Créteil,,33 RUE Charles Gustave Stoskopf 94000 Créteil,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4661886,48.7671022
530,W941009915,ASSOCIATION DES RETRAITÉS MILITAIRES CAMEROUNAIS DE FRANCE (ARMCF),"la défense par les moyens légaux des intérêts moraux et matériels de ses membres actifs défini à l'article 2 et ceux des anciens combattants, vétérans, victime de la guerre, le soutien social et aide à ses membres et leur famille, elle intervient auprès des instances et organismes sociaux et le respect des droit, l'information des adhérents, le resserrement des liens de camaraderie et de solidarité entre ses membres, par l'organisation de manifestations incitant à la convivialité",11,RUE,Gagnée,94200,Ivry-sur-Seine,,11 RUE Gagnée 94200 Ivry-sur-Seine,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3850544,48.804126
531,W941011080,DIASPOCAM,"promouvoir la culture camerounaise en utilisant les outils, stratégie et méthode de communication visant à mieux la faire découvrir en la rendant plus visible et plus accessible à d'autres cultures et à d'autres communautés ; stimuler, encourager et galvaniser nos acteurs culturels afin qu'ils puissent donner encore et toujours le meilleur d'eux ; créer et favoriser un pont culturel entre notre culture et d'autres cultures de par le monde",23,IMP,Jean Jaurès,94400,Vitry-sur-Seine,,23 IMP Jean Jaurès 94400 Vitry-sur-Seine,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.40503,48.794515
532,W941015909,"""ENTRAIDE PROTESTANTE FRANCO-CAMEROUNAISE """"LES LIENS DE LA VIE"""" (E.P.F.C)""","l'acquisition et/ou la construction des locaux de culte et des locaux socio-culturels ; l'entraide et la solidarité entre les membres ; la mise à disposition des locaux aux personnes physiques et aux personnes morales pour des évènements familiaux, culturels, amicaux, socio-culturels ; l'organisation d'évènements socio-culturels ; le soutien des uvres humanitaires, scolaires, sanitaires ; parrainage d'enfants ; aide aux personnes âgées et à mobilité réduite",1,RUE,Charles Beauvais,94380,Bonneuil-sur-Marne,,1 RUE Charles Beauvais 94380 Bonneuil-sur-Marne,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4863097,48.7664798
533,W941016096,C.E.G.E.S. CAMEROUN (COLLÈGE D'ENSEIGNEMENT GÉNÉRAL ET SECONDAIRE DE MBALLA 2 À YAOUNDÉ AU CAMEROUN),promotion de l'action sociale au sein et autour de l'actuel lycée de mballa 2 à yaoundé au cameroun  à développer l'amitié et la fraternité entre les membres ; des activités économiques sont mises en place pour le financement des volets sociaux et humanitaires de l'association,7,RUE,Rouget de l'isle,94600,Choisy-le-Roi,,7 RUE Rouget de l'isle 94600 Choisy-le-Roi,Val-de-Marne,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.4093664,48.7630238
534,W941016328,EGLISE EVANGELIQUE DU CAMEROUN - MISSION DE FRANCE (EECMF),célébrer le culte public ; et assurer la formation spirituelle de ses membres,7,AV,Adrien Raynal,94310,Orly,,7 AV Adrien Raynal 94310 Orly,Val-de-Marne,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,2.408926,48.7450408
535,W941016642,AMICALE DE LA DIASPORA IVOIRO-CAMEROUNAISE ET SES SYMPATHISANTS (ADICS),"promouvoir la culture africaine  plus particulièrement la culture et l'amitié ivoiro-camerounaise ; organiser des événements culturels, sportifs, ludiques et artistiques ; proposer des projets duvres caritatifs à long terme et créer des activités d'échanges et de savoir",4,RUE,Guillaume du Vair,94290,Villeneuve-le-Roi,,4 RUE Guillaume du Vair 94290 Villeneuve-le-Roi,Val-de-Marne,Île-de-France,ACTION SOCIOCULTURELLE,AUTRES,2.4081402,48.7380879
536,W942003948,LE DEIDO CLUB,"mettre en valeur les activités artistiques et culturelles en france du quartier village deïdo de douala (cameroun) à l'échelle régionale, nationale et internationale ; rassembler en europe et principalement en france tous les ressortissants du village deïdo de douala (cameroun) ; ouvrir l'accès et faciliter la participation des citoyens à la culture deïdo en france, l'une des tributs sawa du cameroun ; animer des journées d'ateliers de créations artistiques, afin de révéler ou de développer la créativité de chacun, dans un esprit d'échange et de détente ; promouvoir les artistes deïdo, sawa ou d'ailleurs à la diversité culturelle et la mise en valeur des expressions traditionnelles ; organiser des manifestations (festivals, rencontres, expositions, conférences, des jeux concours) des soirées dansantes, des fêtes à thèmes ou évènements culturels afin de collecter des fonds pour des oeuvres caritatives et de solidarité aux enfants déshérités du quartier deïdo de la ville de douala ; diffuser ses activités artistiques et culturelles sur bandes sonores, vidéo ou presse magazine par la mise à disposition d'outils multimédias, de techniques pédagogiques, de promotion, de management, d'édition, de la distribution et de l'exploitation de ces arts au public ; l'association s'autorise à faire des ventes des oeuvres produites ainsi que des objets de brocantes, qui sont susceptibles par leurs actions d'aider l'association à atteindre ses buts, de façon générale, par tout moyen légal d'accroître son rayonnement ; enseigner les langues de la tribu sawa du cameroun et certaines pratiques artisanales et folkloriques telles la cuisine, la danse, la peinture, la sculpture et le dessin ; coordonner des voyages, des séminaires ; elle se propose en tant qu'interprète et peut s'occuper de traductions (en langue camerounaise) ; favoriser par l'aide et l'assistance, le transport, le séjour et l'installation des ressortissants de deïdo en france ; créer des réseaux d'aide au développement et d'échanges interculturels en mettant en place le jumelage des villes et des villages entre la france et le cameroun pour accroître des relations suivies dans les domaines divers d'échanges associatifs, artistiques, culturels, scolaires, professionnels, économiques et humanitaires où tout un chacun peut facilement prendre part",24,RUE,Arthur Corneille,77176,Savigny-le-Temple,,24 RUE Arthur Corneille 77176 Savigny-le-Temple,Seine-et-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.5828511,48.5773859
537,W942004027,CAMEROUN SOLID'ERE,aider à développer l'accès à la solidarité et aux systèmes de soins des habitants du village du cameroun; aider à la mise en valeur des écoles et y fournir du matériel adapté; apporter une aide à la réalisation d'une bibliothèque; améliorer la mobilité des élèves les plus éloignés des écoles; faciliter l'accueil des enseignants dans le village; impliquer la participation des parents d'élèves et autres habitants; permettre un échange économique et culturel entre les bénéficiaires du projet et l'association et plus largement entre le cameroun et la france; développer le centre de soins des villages,7/9,AV,Carnot,94230,Cachan,,7/9 AV Carnot 94230 Cachan,Val-de-Marne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.3310263,48.7968818
538,W942004062,ASSOCIATION JOINVILLE ESEKA,"promouvoir les échanges culturel et éducatif entre la france et le cameroun, notamment les ville de joinville le pont et d'eseka, en particulier; création d'une bibliothèque à eseka au cameroun; accès aux biens culturels en faveur de l'éducation; accompagner les projets culturels et éducatifs",3,RUE,Henri Barbusse,94340,Joinville-le-Pont,,3 RUE Henri Barbusse 94340 Joinville-le-Pont,Val-de-Marne,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,2.4674897,48.8124347
539,W942005205,LES AMIS DU CAMEROUN EMERGENT,"améliorer l'accès et la qualité de l'éducation ; lutter contre l'analphabétisme et l'illettrisme ; promouvoir la santé ; favoriser l'intégration sociale et professionnelle des plus vulnérables ; promouvoir le droit de l'homme et la démocratie ; sensibiliser et mobiliser l'opinion publique ainsi que les organes officiels, nationaux et internationaux pour un cameroun plus juste et solidaire ; lutter contre les guerres ethniques et les prises de pouvoir illicites ; promouvoir le dialogue entre les cultures ainsi que la paix et la tolérance ; organiser, coordonner et mettre en oeuvre des négociations entre groupes rivaux en vue de maintenir ou de ramener la paix ; lutter contre les violences faites aux femmes, aux enfants et aux vieillards ; améliorer le cadre de vie des personnes âgées ; lutter contre la faim et la malnutrition ; aider les personnes handicapées",22,RUE,Pierre Grange,94120,Fontenay-sous-Bois,,22 RUE Pierre Grange 94120 Fontenay-sous-Bois,Val-de-Marne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.4931514,48.8521718
540,W942005985,VIEW ON AFRICA,"promouvoir la culture camerounaise et l'échange avec d'autres cultures ; développer et cultiver des rapports d'entraide, de respect et un esprit de solidarité entre ses membres",31,RUE,Hoche,94130,Nogent-sur-Marne,,31 RUE Hoche 94130 Nogent-sur-Marne,Val-de-Marne,Île-de-France,DOMAINES DIVERS/ DOMAINES DE NOMENCLATURE SITADELE À RECLASSER,AUTRES,2.492492,48.833911
541,W942006688,PASSERELLE CAMEROUN - PAC,"lutter contre toutes formes de discrimination envers les personnes porteuses du vih au cameroun et dans le reste du monde ; mettre en place des projets de prévention, humanitaires, d'animation jeunesse et sport, d'aide à la scolarisation et d'aide alimentaire",6,SQ,Rameau,94500,Champigny-sur-Marne,,6 SQ Rameau 94500 Champigny-sur-Marne,Val-de-Marne,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.548168,48.805185
542,W942006692,CONSEIL INTERNATIONAL DES CAMEROUNAIS - CIC,"participer à l'édification du cameroun ; unir tous les camerounais, tant de nationalité que de naissance sans distinction de sexe ; organiser les voyages culturels et éducatifs d'échanges ; créer les conditions d'émancipation sociale, culturelle, politique et économique, dans le respect de la culture et des traditions camerounaises ; organiser les camerounais  de naissance établis à l'étranger et ceux de l'intérieur pour faire émerger une stratégie d'action commune à l'endroit du gouvernement en place et pour le cameroun,  afin de proposer aux populations camerounaises, à la société civile, aux décideurs camerounais et ceux des pays d'accueil des solutions adaptées au progrès du cameroun, et proposer une organisation économique, sociale, culturelle et politique",41 - 43,RUE,Raymond du Temple,94300,Vincennes,,41 - 43 RUE Raymond du Temple 94300 Vincennes,Val-de-Marne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.4382717,48.8470475
543,W942006950,SPARKLING THE FUTURE,donner aux jeunes camerounais les moyens / l'opportunité de se développer et de réaliser leur potentiel via l'éducation et le coaching,3,RUE,de Martinvast,94500,Champigny-sur-Marne,,3 RUE de Martinvast 94500 Champigny-sur-Marne,Val-de-Marne,Île-de-France,INFORMATION COMMUNICATION,AUTRES,2.495083,48.823684
544,W942010062,ACTION BENEVOLAT FEMMES DU SUD,bénévoles auprès des grandes associations afin d'aider à la distribution des repas aux personnes en situation de précarité ; mobiliser les moyens afin de venir en aide aux personnes en situation du handicap au cameroun ;,18,SQ,Lulli,94500,Champigny-sur-Marne,,18 SQ Lulli 94500 Champigny-sur-Marne,Val-de-Marne,Île-de-France,ACTION SOCIOCULTURELLE,AUTRES,2.550826,48.804957
545,W943000791,ACSF - ASSOCIATION DES CAMEROUNAIS ET SYMPATHISANTS DE FRANCE,entraide et solidarite entre ses membres ainsi que toutes operations pouvant se rattacher directement ou indirectement a l objet social ou susceptible d en faciliter l extension ou le developpement.,20,RUE,du Moulin,94230,Cachan,,20 RUE du Moulin 94230 Cachan,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.3340758,48.7945413
546,W943001402,ASSOCIATION DES HANDICAPES DU CAMEROUN AHC,"faciliter l'intégration de la personne handicapée et plus particulièrement la personne handicapée d'origine camerounaise dans le milieu social professionnel et culturel. elle agit de concert avec la population, les associations, les organisations et les institutions concernées pour l'élaboration des voies et moyens en vue de rendre agéable la vie aux personnes handicapées.",1,SQ,Voltaire,94230,Cachan,,1 SQ Voltaire 94230 Cachan,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.3220135375000024,48.7885953
547,W943002379,EGLISE EVANGELIQUE DU CAMEROUN EN FRANCE  E.E.C.F,"assurer l'exercice du culte en conformité avec les confessions de foi issues de la réforme, pourvoir aux frais et aux besoins du culte et assurer les différents services et activités qui s'y rattachent ; la paroisse est la communauté chrétienne desservie par un ou plusieurs pasteurs et administrés par un conseil d'eglise ; elle peut comprendre plusieurs annexes et lieux de cultes ; l'association se compose d'au moins 25 membres",38,RUE,Camille Desmoulins,94230,Cachan,,38 RUE Camille Desmoulins 94230 Cachan,Val-de-Marne,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,2.3323249,48.791856
548,W943002547,"ENTRAIDE POUR LA PROMOTION ECONOMIQUE, SOCIALE ET CULTURELLE DE L'OUEST CAMEROUN (E.P.E.S.C.O.C.)","promouvoir le developpement economique, social et culturel de l'ouest cameroun.",9,PAS,Dupont,94800,Villejuif,,9 PAS Dupont 94800 Villejuif,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ACTION SOCIOCULTURELLE,2.368485,48.787041
549,W943003129,ASSOCIATION POUR LA PROMOTION ET LE FINANCEMENT DES PROJETS AU CAMEROUN (APROFIC),"promotion, développement, financement et suivi de projets éducatifs, culturels, agro-alimentaires au cameroun",31,RUE,des Blondeaux,94240,L'Hay-les-Roses,,31 RUE des Blondeaux 94240 L'Hay-les-Roses,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.327457036440677,48.7719964
550,W943003959,ASSOCIATION DES ETUDIANTS CAMEROUNAIS DE PARIS  A.E.C.P,"regrouper les étudiants camerounais afin de créer un réseau soudé, c'est-à-dire : créer et renforcer les liens de solidarités entre ses membres ; participer à l'intégration des étudiants camerounais en france en général et dans la région parisienne en particulier, grâce à des excursions, des activités sportives et culturelles. subvenir dans la mesure du possible aux éventuels besoins des membres. promouvoir l'image de l'afrique en général et du cameroun en particulier",68,RUE,Camille Desmoulins,94230,Cachan,,68 RUE Camille Desmoulins 94230 Cachan,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ÉDUCATION  FORMATION,2.331096240452201,48.7903778
551,W943004167,GRAINES AMIS DU CAMEROUN  GROUPEMENT AGRICOLE POUR L'INITIATIVE ET L'ECONOMIE SOLIDAIRE,"organiser et soutenir la création de centres d'activités à caractères agricole, économique et culturel en zone rurale en afrique, et au cameroun en particulier ; promouvoir l'enseignement technique et la formation ; éduquer à la citoyenneté, à la solidarité internationale, à la lutte contre la corruption ; favoriser l'emploi local, l'économie sociale et solidaire ; éviter l'exode rural et international ; sensibiliser à la préservation de l'environnement et à l'agriculture sans rejets améliorer le bien-être, la santé des travailleurs ; favoriser la créativité et l'initiative individuelle et collective",2,RUE,général leclerc,94270,Kremlin-Bicêtre,,2 RUE général leclerc 94270 Kremlin-Bicêtre,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ENVIRONNEMENT/  CADRE DE VIE,2.3603117,48.8152709
552,W943004258,ASSOCIATION DES ELUS LOCAUX DE FRANCE D'ORIGINGE CAMEROUNAISE  ADELFOC,"rassemblement des élus locaux de france, d'origine camerounaise afin de favoriser : un dialogue permanent entre les villes françaises et camerounaises. la coopération jumelage entre les mairies françaises et camerounaises. faciliter des échanges économiques dans les secteurs tels que : l'économie verte, les énergies renouvelables, la santé, les technologies de l'information et de la communication, la culture",1,AV,Garennière,94260,Fresnes,,1 AV Garennière 94260 Fresnes,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ACTION SOCIOCULTURELLE,2.3246114,48.75621
